pair_id,reference_path,search_path,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,pair_0000/reference.png,pair_0000/search.png,dram,deep_array,794.1180197654676,105.59412014313513,794.028393086046,105.59860065579414,0.08973860182680396,0.8885159405808291,0.8643901944160461,0.375,0.985,-0.46100757373386564,-0.009884350220131434,198.41000471634334,1,False,,3.499757292040158
pair_0001,pair_0001/reference.png,pair_0001/search.png,finfet,deep_array,85.14679273039621,701.995455346322,85.69599641859531,676.4495640471578,25.551794202361776,254.38213285477514,0.8897735476493835,1.125,1.0,-1.1329085734917843,-0.004445124909223216,251.25723830044416,3,False,0.0056084394454956055,3.6989427090156823
pair_0002,pair_0002/reference.png,pair_0002/search.png,dram,near_boundary,846.1008041125292,611.7758436017031,846.1049488410354,611.7920120358467,0.01669122634941423,0.16743872071907887,0.9802039861679077,0.75,0.9925,-0.8875075318667173,0.0031540955344784146,256.66515855495373,1,False,,3.4930536670144647
pair_0003,pair_0003/reference.png,pair_0003/search.png,finfet,uniform,247.2090797374624,390.73610203911045,247.15054273605347,390.71657168865204,0.06170911701666523,0.6099522506687173,0.8296794295310974,0.375,0.985,-0.701839020602069,-0.011568662530055528,243.8953669353707,1,False,,6.943246375012677
pair_0004,pair_0004/reference.png,pair_0004/search.png,dram,uniform,167.38378642529793,585.242715740613,167.54566640406847,585.2590364068747,0.16270061977133324,1.6262473194471077,0.914970874786377,0.75,1.0,-0.5252842176708542,-0.00046642616806962916,207.13831738344732,1,False,,4.662049374950584
pair_0005,pair_0005/reference.png,pair_0005/search.png,finfet,uniform,809.8359187045103,147.73681580109078,809.9279718995094,147.8310228586197,0.13171469317356543,1.3040022027801947,0.7042513489723206,-0.375,0.985,0.5226268892136833,-0.009979698269606364,82.95712915343745,1,False,,4.337867999973241
pair_0006,pair_0006/reference.png,pair_0006/search.png,dram,uniform,334.24573495894776,93.2007518864815,334.30296282470226,93.25498346984386,0.07884220476879221,0.7904499428723555,0.939294695854187,0.75,1.0,-0.7600429422650377,0.002572093449669837,93.84757037927311,1,False,,3.427690208016429
pair_0007,pair_0007/reference.png,pair_0007/search.png,finfet,near_boundary,107.53832791619953,593.8967347221195,107.60004419833422,594.0055032372475,0.12505794402463852,1.2507208183436895,0.8590628504753113,-0.75,1.0,0.8662912095707603,0.00011305007323390872,159.31830844551897,1,False,,3.5294176660245284
pair_0008,pair_0008/reference.png,pair_0008/search.png,dram,uniform,359.49757695499545,167.11407736815065,359.440298743546,167.06932041049004,0.07269098132423811,0.7308777052611635,0.8565949201583862,0.75,1.0075,-0.3544835488961732,0.005458575392019494,126.56218681772607,1,False,,3.7356264580157585
pair_0009,pair_0009/reference.png,pair_0009/search.png,finfet,deep_array,351.4687956410709,328.4019622397059,351.4075074568391,328.4226061925292,0.06467158815590995,0.6542847492773396,0.9058085083961487,-0.75,1.0075,1.0685629626083415,0.011703543911729848,276.3067140355725,1,False,0.0058075785636901855,3.4324337909929454
pair_0010,pair_0010/reference.png,pair_0010/search.png,dram,deep_array,762.3875259505597,659.6154437063893,762.2664679884911,659.5780053958297,0.12671486604886503,1.2636363621463362,0.8939269781112671,0.0,1.0,0.06534340136028234,-0.0027718123783200296,201.68310627630052,1,False,,3.515895417018328
pair_0011,pair_0011/reference.png,pair_0011/search.png,finfet,near_boundary,454.4798159475087,535.0937996353077,454.44762762635946,535.1303565204144,0.04870825255647972,0.48383646243428496,0.8185142278671265,-1.125,1.0,0.9736238256416571,-0.006664298060679217,162.94947008705577,1,False,,3.706008166016545
pair_0012,pair_0012/reference.png,pair_0012/search.png,dram,uniform,437.74703522125236,107.77174381838233,437.865412697196,107.79929019510746,0.1215402389395014,1.2082874215785808,0.9226751327514648,-0.75,0.9925,0.8617819423518723,-0.005854001833890361,280.7879635739864,1,False,,3.406005625030957
pair_0013,pair_0013/reference.png,pair_0013/search.png,finfet,uniform,757.8390325637517,906.7080342091225,757.8481069505215,906.7782429456711,0.07079273397033353,0.7038356925530691,0.8337856531143188,0.0,0.9925,0.45790188246098223,-0.005779755803725314,174.16142434331402,1,False,,3.6346743750036694
pair_0014,pair_0014/reference.png,pair_0014/search.png,dram,uniform,892.5732540407179,749.6135940050829,892.463963277638,749.4978647639509,0.15917829044050544,1.5881040589193962,0.8011902570724487,-1.5,1.0,1.5146890482996307,-0.0023111477548085732,121.0771510523985,1,False,,3.647077125031501
pair_0015,pair_0015/reference.png,pair_0015/search.png,finfet,deep_array,617.8492533268791,733.1932308574458,594.5698404461145,733.5277757123113,23.281816602941937,231.9076032953583,0.9127159714698792,-0.75,1.0,0.6813262713597114,-0.003911046760612429,159.69881109185945,2,False,0.013886243104934692,3.4143986660055816
pair_0016,pair_0016/reference.png,pair_0016/search.png,dram,deep_array,610.7581985839265,789.8607436297945,610.6449866145849,789.774553835392,0.14228714158819622,1.4210515174408125,0.7162704467773438,0.75,1.0,-0.5849282913064753,-0.001279032258878866,93.99022882898414,1,False,,3.4950257079908624
pair_0017,pair_0017/reference.png,pair_0017/search.png,finfet,deep_array,445.25889371540353,715.3347847866119,465.7004351615906,715.5451403819025,20.442623759504375,204.82764193597185,0.9141513109207153,0.375,1.0,-0.7080794169338183,0.001963565663832585,244.33960432424465,2,False,0.010231003165245056,3.6767774999607354
pair_0018,pair_0018/reference.png,pair_0018/search.png,dram,uniform,96.87913145766657,847.0204434696881,96.96683854237199,847.0298224873841,0.08820713508818144,0.8853477752919001,0.866744875907898,0.75,0.9925,-1.2564059053434178,0.0037144664168156463,147.8832150108298,1,False,,3.3656295830151066
pair_0019,pair_0019/reference.png,pair_0019/search.png,finfet,uniform,693.2383022673785,883.0004269078986,693.3740170300007,882.9492080211639,0.14505816472003819,1.4713734865632895,0.8785914778709412,0.0,1.015,-0.0201406293167222,0.014333449897863924,202.0159073875101,1,False,,3.4892927079927176
pair_0020,pair_0020/reference.png,pair_0020/search.png,dram,uniform,379.337403659157,641.6481631783121,379.46573070436716,641.4985416325508,0.1971152898391407,1.9843268694113994,0.9619095325469971,-1.125,1.0,1.2730177654546857,0.006683383633376896,260.00310598508673,1,False,,3.5952204169589095
pair_0021,pair_0021/reference.png,pair_0021/search.png,finfet,uniform,521.0636323048434,818.0489974510164,520.9520998895168,818.0566756762564,0.11179639891970738,1.1162657187637457,0.8128892779350281,-0.75,0.9925,0.6486045375348524,-0.0015190743617314502,82.07995250147896,1,False,,3.4003510830225423
pair_0022,pair_0022/reference.png,pair_0022/search.png,dram,uniform,155.05225900871338,446.18389766059073,154.9395659454167,445.6589749157429,0.5368832410997751,5.294005003586941,0.8268296718597412,-0.375,0.985,0.80603475835445,-0.013937370676262995,111.52340693700839,1,False,,3.617785290989559
pair_0023,pair_0023/reference.png,pair_0023/search.png,finfet,deep_array,152.40381444690462,390.1739309893487,152.49693059921265,390.1494057327509,0.09629177551505132,0.9506979533827378,0.8323529362678528,0.375,0.985,-0.32736495526478115,-0.01269038991379415,159.47086160413875,1,False,0.0894671082496643,3.556762541993521
pair_0024,pair_0024/reference.png,pair_0024/search.png,dram,deep_array,772.8948216388216,830.3291133587335,772.7470693588257,830.3547146320343,0.1499538643670163,1.499922717794358,0.7512392401695251,-1.125,1.0,1.5028038847552705,0.00025612819370548904,106.09004582244945,1,False,,3.3506986660067923
pair_0025,pair_0025/reference.png,pair_0025/search.png,finfet,near_boundary,152.56617037004966,217.89752630060818,152.33927755057812,217.85322812199593,0.23117672927029165,2.3030261224203574,0.8997632265090942,-0.375,1.0,0.3474339951880044,-0.0037811635756551092,266.97983200039397,1,False,,3.458350542001426
pair_0026,pair_0026/reference.png,pair_0026/search.png,dram,deep_array,407.2947582812374,764.1328028048423,407.23329597711563,764.1127018034458,0.06466579532566491,0.6505961575307279,0.8065924048423767,0.0,1.0075,0.01975062272632703,0.00609008866935831,165.371395132411,1,False,,3.533272708009463
pair_0027,pair_0027/reference.png,pair_0027/search.png,finfet,uniform,621.0838183120555,326.60805444283005,621.2151131927967,326.58666913956404,0.1330250987769466,1.3379750534364945,0.8591510653495789,-1.125,1.0,1.1423341961071238,0.005806472416141538,161.19303306465494,1,False,,3.3733062090468593
pair_0028,pair_0028/reference.png,pair_0028/search.png,dram,uniform,866.332962088231,479.7183682718116,866.2331888079643,479.92663845419884,0.2309354375725025,2.3117670157655854,0.6517863273620605,0.0,1.0,-0.006593857357829727,0.001044724909230384,86.27354644437578,1,False,,3.5589897080208175
