pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,dram,deep_array,794.1180197654676,105.59412014313513,794.0494478940964,105.58464018255472,0.06922406515046008,0.6853983024685174,0.8169994354248047,0.375,0.985,-0.46100757373386564,-0.009884350220131434,198.41000471634334,1,False,,4.392160166986287
pair_0001,finfet,deep_array,85.14679273039621,701.995455346322,85.69599641859531,676.4495640471578,25.551794202361776,254.38213285477514,0.8897735476493835,1.125,1.0,-1.1329085734917843,-0.004445124909223216,251.25723830044416,3,False,0.0056084394454956055,3.8535772500326857
pair_0002,dram,near_boundary,846.1008041125292,611.7758436017031,846.0894976556301,611.7939889729023,0.021379674075373556,0.21447107609903296,0.9773125052452087,0.75,1.0,-0.8875075318667173,0.0031540955344784146,256.66515855495373,1,False,,3.654758666991256
pair_0003,finfet,uniform,247.2090797374624,390.73610203911045,247.18941497802734,390.6752841323614,0.06391807682473513,0.6317863016437961,0.8288330435752869,0.375,0.985,-0.701839020602069,-0.011568662530055528,243.8953669353707,1,False,,4.187051999964751
pair_0004,dram,uniform,167.38378642529793,585.242715740613,167.54566640406847,585.2590364068747,0.16270061977133324,1.6262473194471077,0.914970874786377,0.75,1.0,-0.5252842176708542,-0.00046642616806962916,207.13831738344732,1,False,,3.674442416988313
pair_0005,finfet,uniform,809.8359187045103,147.73681580109078,809.9204629957676,147.86746230721474,0.1556157021209549,1.5406270436777485,0.6931169033050537,-0.75,0.9925,0.5226268892136833,-0.009979698269606364,82.95712915343745,1,False,,4.065766499959864
pair_0006,dram,uniform,334.24573495894776,93.2007518864815,334.30296282470226,93.25498346984386,0.07884220476879221,0.7904499428723555,0.939294695854187,0.75,1.0,-0.7600429422650377,0.002572093449669837,93.84757037927311,1,False,,3.9361886660335585
pair_0007,finfet,near_boundary,107.53832791619953,593.8967347221195,107.60004419833422,594.0055032372475,0.12505794402463852,1.2507208183436895,0.8590628504753113,-0.75,1.0,0.8662912095707603,0.00011305007323390872,159.31830844551897,1,False,,3.6647592909866944
pair_0008,dram,uniform,359.49757695499545,167.11407736815065,359.440298743546,167.06932041049004,0.07269098132423811,0.7308777052611635,0.8565949201583862,0.75,1.0075,-0.3544835488961732,0.005458575392019494,126.56218681772607,1,False,,4.177090208046138
pair_0009,finfet,deep_array,351.4687956410709,328.4019622397059,351.4075074568391,328.4226061925292,0.06467158815590995,0.6542847492773396,0.9058085083961487,-0.75,1.0075,1.0685629626083415,0.011703543911729848,276.3067140355725,1,False,0.0058075785636901855,3.8058509589754976
pair_0010,dram,deep_array,762.3875259505597,659.6154437063893,762.2664679884911,659.5780053958297,0.12671486604886503,1.2636363621463362,0.8939269781112671,0.0,1.0,0.06534340136028234,-0.0027718123783200296,201.68310627630052,1,False,,3.590796542004682
pair_0011,finfet,near_boundary,454.4798159475087,535.0937996353077,454.44961320608854,535.0951238870621,0.03023175866539124,0.3003028521474655,0.8222864270210266,-0.75,0.9925,0.9736238256416571,-0.006664298060679217,162.94947008705577,1,False,,4.354326457949355
pair_0012,dram,uniform,437.74703522125236,107.77174381838233,437.8278503715992,107.6928945928812,0.11290832071955526,1.1224735520300149,0.8945106863975525,-0.75,0.9925,0.8617819423518723,-0.005854001833890361,280.7879635739864,1,False,,3.6056797499768436
