pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,stress_basic,uniform,246.23190382681668,438.07696586355655,246.25435282289982,437.7411267608404,0.336588562399735,3.3004781102894505,0.8686631321907043,1.125,1.0,-2.3687428644298745,-0.01943248256612505,0.0,1,False,,3.707734540977981
pair_0001,stress_basic,uniform,286.95372160576153,437.21601063101843,754.4475480988622,152.98022627830505,547.1201503470362,5504.324985379234,0.798916757106781,-4.125,1.0,4.456422393269788,0.0060541513391276554,0.0,2,False,0.0058114975690841675,4.372454124968499
pair_0002,stress_basic,uniform,588.5258706216146,161.0023190979058,588.5012734042248,161.1633746623993,0.1629230430529656,1.6536389499321862,0.985011100769043,3.75,1.0175,-3.6060180467699534,0.014981625032988874,0.0,12,True,0.0310685932636261,3.8949822089634836
pair_0003,stress_basic,uniform,494.412137828121,390.815512921739,494.4240400120616,390.78028255701065,0.03718656452873173,0.3678284865397458,0.9506094455718994,1.5,0.9925,-1.572914364524941,-0.010856498304521203,0.0,2,True,0.17312607169151306,3.8250847079907544
pair_0004,stress_basic,uniform,804.6549952962018,415.6972743602559,198.52961209602654,746.7130966335535,690.6225124877025,6773.7145472221055,0.8508820533752441,4.125,0.975,-4.426822496760868,-0.019187121076838478,0.0,1,False,0.013350993394851685,4.260314834013116
pair_0005,stress_basic,uniform,733.2543541199979,381.6120409912309,79.48397121205926,478.4979038031306,660.9104205415427,6755.9476489716235,0.7663379311561584,0.0,1.0225,0.15278007487846357,0.022218358039486567,0.0,3,False,0.007278174161911011,3.793556916003581
pair_0006,stress_basic,uniform,307.4847564832892,691.2386653840375,307.47516518458724,691.1182554364204,0.12079134280211025,1.2180657354035653,0.9861167073249817,0.75,1.0075,-0.8246251411517191,0.008404830302362878,0.0,1,False,,4.011686834041029
pair_0007,stress_basic,uniform,391.9862115198616,138.48645432695184,790.518516484648,357.4435016140342,454.71989912167146,4614.883818385997,0.8717514872550964,0.75,1.0075,-1.0897255536619732,0.014884949460100806,0.0,1,False,0.011865347623825073,4.024523124971893
pair_0008,stress_basic,uniform,85.38291425251049,840.0988579079893,134.48937655240297,117.9813736975193,723.7852621061506,7062.716100943312,0.8496914505958557,0.0,0.9775,0.5094214984522005,-0.024197303991595802,0.0,1,False,0.011903449892997742,3.9614882079767995
pair_0009,stress_basic,uniform,549.6943853844755,713.0795042533837,381.50580324279144,782.9726423621178,182.133055532258,1770.7986280215503,0.8583058714866638,-2.25,0.9675,1.9931514454420864,-0.02774451191924365,0.0,1,False,,4.1374385000090115
pair_0010,stress_basic,uniform,594.7490428170865,805.1733991761505,593.5182601232082,805.677023127675,1.3298357507977212,13.088684150024415,0.9457983374595642,0.375,1.015,-0.5738530240359374,-0.01576686127042544,0.0,1,False,,3.860596499987878
