pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,dram,uniform,176.41940255014902,365.29196970145216,192.50294166617095,365.4952543452382,16.084823752314072,174.01597675996567,0.9366371631622314,0.375,1.1075,-0.19334150624478985,0.08186436755286519,1609.2843537506876,7,False,0.04857003688812256,3.897993792023044
pair_0001,finfet,near_boundary,660.7294641508154,705.1840558523185,660.5992322862148,705.4475905485451,0.29395726674571454,2.8021721610049224,0.9383662343025208,2.25,0.9575,-1.6600520477192178,-0.046741660096833115,35.143070976992476,7,False,0.02730436623096466,3.763611958012916
pair_0002,dram,uniform,656.8132697695786,265.69142041253895,484.5542845726013,604.7397675216198,380.298487583756,4178.861032460231,0.9411206245422363,1.875,1.1,0.7402893894996065,0.09883714211192851,366.749517408994,20,False,0.0019869208335876465,3.399042291974183
pair_0003,finfet,near_boundary,871.291794451849,252.36294277479192,871.480168774724,252.2428477704525,0.22340030345973597,2.1776810148370003,0.8948158621788025,1.125,0.965,-1.3973579257197435,-0.025211254813944484,520.5401710240102,1,False,,4.216017792001367
pair_0004,dram,uniform,610.508086448989,125.25135852317865,803.4965111855417,936.8145536184311,834.193833419734,8203.413389020574,0.8839997053146362,1.5,0.9425,-1.882019969234407,-0.016605846222680576,455.4126242251813,6,False,0.019787997007369995,3.557879915984813
pair_0005,finfet,uniform,908.3949220853342,201.10337158323406,908.5379838272929,201.25936760008335,0.2116634576045323,2.057540073967237,0.9390525817871094,0.75,0.9325,0.15998695284464892,-0.027919085678216993,1744.546302926516,7,False,0.15152567625045776,3.8679516250267625
pair_0006,dram,uniform,231.57449959701063,806.8350448478507,320.53839945048094,303.6150305941701,511.0234419501837,5406.678501763074,0.8906452655792236,1.5,1.0675,0.022349820388856134,0.05800987937655799,94.27535358282239,1,False,0.015311434864997864,4.287835915980395
pair_0007,finfet,near_boundary,558.8963781264173,223.6075903440829,237.56796085089445,758.793026983738,624.2398604222345,6723.426894454351,0.7725071907043457,-0.75,1.085,0.8268486131943669,0.07705824647382165,311.3048905365556,1,False,0.0043023377656936646,3.6906632090103813
pair_0008,dram,near_boundary,261.18173542334284,446.86135407292204,261.13483187556267,446.46564408019185,0.3984800385726919,3.760613006283864,0.825201690196991,1.125,0.9425,-1.4462964843661146,-0.05626062982880331,258.18819397799854,1,False,,4.23747320799157
pair_0009,finfet,uniform,364.6712597040573,194.73081139231383,365.4011890217662,194.48935993667692,0.7688274281528403,6.9929244399376485,0.921553373336792,-2.625,0.9075,1.9402769120609706,-0.09044290254594323,455.33570619511113,1,False,,4.455615916987881
pair_0010,dram,near_boundary,432.79008057597537,620.883403552096,468.58135875314474,523.4918667217717,103.75994911201497,953.2203763814117,0.9836041331291199,-0.375,0.9175,0.6887345847734037,-0.08132146889128256,1510.6990989867477,248,False,0.0022570043802261353,4.1981415409827605
pair_0011,finfet,uniform,873.2200541844106,284.97336580323304,873.350018709898,284.9151182770729,0.14242033628991138,1.4945811634939838,0.9440488815307617,1.875,1.04,-1.9354199322851473,0.04941555569115397,86.64253688743428,2,False,,5.5647101670037955
pair_0012,dram,near_boundary,865.358325535356,105.17122697425637,849.5466263964772,106.35895757377148,15.856245887203091,167.22393154298732,0.9101898670196533,-3.0,1.075,1.893029079857778,0.054624989625991605,209.132095327934,2,False,0.04068589210510254,4.606744249991607
