pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,runtime_s
pair_0000,dram,deep_array,303.120785350347,637.0631453052462,303.20139867067337,637.0737384855747,0.08130635204901815,0.8050269159024436,0.7771627306938171,0.375,0.9925,-0.46100757373386564,-0.009884350220131434,198.41000471634334,1,2.404670666990569
pair_0001,finfet,deep_array,770.3269712372227,268.78322618772177,684.5290823932737,286.39815064519644,87.58746082471599,871.9812362086843,0.808538556098938,1.125,1.0,-1.1329085734917843,-0.004445124909223216,251.25723830044416,4,4.50406383399968
pair_0002,dram,near_boundary,145.70983695642985,518.0258078977953,145.52979944087565,518.0700792074203,0.18540079790240455,1.8598556973115725,0.8196139931678772,0.75,1.0,-0.8875075318667173,0.0031540955344784146,256.66515855495373,1,2.329573208000511
pair_0003,finfet,uniform,247.2090797374624,390.73610203911045,247.22522893548012,390.65891902148724,0.07885438989708188,0.7794215007134913,0.743981122970581,0.375,0.985,-0.701839020602069,-0.011568662530055528,243.8953669353707,1,4.26250812500075
pair_0004,dram,uniform,167.38378642529793,585.242715740613,167.5235303658992,585.2543559074402,0.1402278945807087,1.4016248862118297,0.8627123236656189,0.375,1.0,-0.5252842176708542,-0.00046642616806962916,207.13831738344732,1,3.6682181249925634
pair_0005,finfet,uniform,809.8359187045103,147.73681580109078,809.8400473892689,147.65975005924702,0.07717625673590395,0.7640606098010195,0.49761509895324707,-0.75,0.9925,0.5226268892136833,-0.009979698269606364,82.95712915343745,1,3.6237875840015477
pair_0006,dram,uniform,334.24573495894776,93.2007518864815,334.36424830555916,93.25199599564075,0.12911766745321174,1.294497701599048,0.6531298756599426,1.125,1.0,-0.7600429422650377,0.002572093449669837,93.84757037927311,1,3.9886313330061967
pair_0007,finfet,near_boundary,107.53832791619953,593.8967347221195,107.56405016034842,593.8813982605934,0.02994730198525169,0.2995068752993427,0.6886504292488098,-0.75,1.0,0.8662912095707603,0.00011305007323390872,159.31830844551897,1,3.3410120829939842
pair_0008,dram,uniform,359.49757695499545,167.11407736815065,359.46126075834036,167.11487686634064,0.036324996033684734,0.36523278763149414,0.8202927112579346,0.375,1.0075,-0.3544835488961732,0.005458575392019494,126.56218681772607,1,2.4087876249977853
pair_0009,finfet,deep_array,272.7228842950632,729.2348156080276,267.56430257856846,722.5720394030213,8.426360547932374,85.24978828621168,0.8950594663619995,-1.125,1.015,1.0685629626083415,0.011703543911729848,276.3067140355725,9,2.86552516600932
pair_0010,dram,deep_array,670.0773605508175,165.08705927002453,267.57074300199747,545.5226104184985,553.8436473845621,5523.084967070877,0.7299507856369019,0.0,1.0,0.06534340136028234,-0.0027718123783200296,201.68310627630052,18,3.0353722910076613
pair_0011,finfet,near_boundary,491.8945223921723,636.2453082579917,491.77851581573486,636.27113263309,0.11884622049501747,1.1805419385825346,0.5306217670440674,-1.125,0.9925,0.9736238256416571,-0.006664298060679217,162.94947008705577,1,2.5845856250089128
pair_0012,dram,uniform,437.74703522125236,107.77174381838233,437.78740417957306,107.71121591329575,0.07275493172334929,0.7232902421961623,0.9287006258964539,-0.75,0.9925,0.8617819423518723,-0.005854001833890361,280.7879635739864,1,2.4109747920010705
pair_0013,finfet,uniform,757.8390325637517,906.7080342091225,757.7635561227798,906.6805739402771,0.08031662036494115,0.7985240991225127,0.6865649223327637,-0.375,0.9925,0.45790188246098223,-0.005779755803725314,174.16142434331402,1,3.10025166599371
pair_0014,dram,uniform,892.5732540407179,749.6135940050829,892.4993172256509,749.6195250749588,0.07417432313222017,0.7400289531184869,0.5120817422866821,-1.5,1.0,1.5146890482996307,-0.0023111477548085732,121.0771510523985,1,3.934008709009504
pair_0015,finfet,deep_array,691.3112525395093,555.924876072794,516.5648337453604,558.407220557332,174.76404926505907,1740.8053889630946,0.7276180386543274,-0.75,0.9925,0.6813262713597114,-0.003911046760612429,159.69881109185945,7,2.8806265000021085
pair_0016,dram,deep_array,622.0211892809074,755.6330313807723,621.7969841063023,755.9237638413906,0.3671421032473437,3.666725166536977,0.5037878751754761,0.375,1.0,-0.5849282913064753,-0.001279032258878866,93.99022882898414,1,3.370536084010382
pair_0017,finfet,deep_array,539.8712378745502,423.6460816403738,539.5675709024072,459.5180409438908,35.87324459681829,359.43684068158865,0.6818851232528687,0.75,1.0,-0.7080794169338183,0.001963565663832585,244.33960432424465,9,2.9220145830040565
pair_0018,dram,uniform,96.87913145766657,847.0204434696881,448.5355247333646,503.4756423365325,491.61494008755653,4934.410272725166,0.8195276260375977,1.125,1.0,-1.2564059053434178,0.0037144664168156463,147.8832150108298,11,2.661770708000404
pair_0019,finfet,uniform,693.2383022673785,883.0004269078986,693.3803520724177,882.9649758040905,0.1464067207231607,1.4850523411935668,0.7415271997451782,0.0,1.015,-0.0201406293167222,0.014333449897863924,202.0159073875101,1,2.364898166997591
pair_0020,dram,uniform,379.337403659157,641.6481631783121,379.5080156773329,641.6359556764364,0.17104819159547913,1.7219137227970704,0.7595205307006836,-1.125,1.0075,1.2730177654546857,0.006683383633376896,260.00310598508673,1,2.4286808340111747
pair_0021,finfet,uniform,521.0636323048434,818.0489974510164,520.9076721966267,818.0217090547085,0.15832944112839756,1.5808892693367216,0.6075785756111145,-0.75,1.0,0.6486045375348524,-0.0015190743617314502,82.07995250147896,1,2.896119124998222
pair_0022,dram,uniform,155.05225900871338,446.18389766059073,154.9156278669834,446.1760978102684,0.13685359533269223,1.3494621604616122,0.8805428743362427,-0.75,0.985,0.80603475835445,-0.013937370676262995,111.52340693700839,1,2.520612082997104
pair_0023,finfet,deep_array,531.2306312877365,702.9152335271671,531.2546991854906,702.8948008716106,0.03157146045701384,0.311708063136664,0.610140860080719,0.375,0.9925,-0.32736495526478115,-0.01269038991379415,159.47086160413875,4,3.9298420419945614
pair_0024,dram,deep_array,772.8948216388216,830.3291133587335,772.7029008567333,830.3381797969341,0.19213481438564126,1.921840255285978,0.6801769137382507,-1.5,1.0,1.5028038847552705,0.00025612819370548904,106.09004582244945,1,3.7042215000110446
pair_0025,finfet,near_boundary,152.56617037004966,217.89752630060818,152.4339268654585,217.87452712655067,0.13422856072342787,1.3372102057880784,0.7437140941619873,-0.375,0.9925,0.3474339951880044,-0.0037811635756551092,266.97983200039397,1,4.4499115829967195
pair_0026,dram,deep_array,131.34505361691197,197.07338584274643,517.4426092989743,794.5492585599422,711.3710290578595,7157.033417016345,0.7428358197212219,0.0,1.0075,0.01975062272632703,0.00609008866935831,165.371395132411,5,3.7931114580133
pair_0027,finfet,uniform,621.0838183120555,326.60805444283005,621.2316757142544,326.6061581373215,0.14786956197801762,1.4872816251082992,0.7516526579856873,-1.125,1.0075,1.1423341961071238,0.005806472416141538,161.19303306465494,1,4.691320625002845
pair_0028,dram,uniform,866.332962088231,479.7183682718116,866.4207432493567,479.5854711383581,0.15927077675682824,1.594371709046186,0.7222569584846497,0.75,1.0,-0.006593857357829727,0.001044724909230384,86.27354644437578,1,2.722838583998964
pair_0029,finfet,near_boundary,645.7465910138166,244.19731598716783,645.7277039736509,244.21906143426895,0.028802513012681615,0.28794093608810223,0.520265519618988,0.0,1.0,-0.19288065724814235,-0.0002923149055670161,133.0655491081908,1,2.520543541992083
pair_0030,dram,uniform,172.40329356399045,920.7621531920338,172.4576098881662,920.7699189484119,0.054868661766889065,0.5519024183851654,0.8631753921508789,0.0,1.0075,0.06285910547921103,0.005860906048587659,173.70132444664924,1,3.224866040996858
pair_0031,finfet,deep_array,492.6396495796444,584.0252197434002,466.31099784374237,577.5026209626812,27.124568145588114,270.0923209952445,0.5245813131332397,0.375,0.9925,-0.23750411761117077,-0.004252087828444481,83.04935328467525,15,5.476565625009243
pair_0032,dram,deep_array,689.3072024110287,491.0330755297501,688.892759591341,491.0743220150471,0.41649024399141577,4.103528969682344,0.6216760873794556,-0.375,0.985,0.40728358665738024,-0.01473587223644036,212.52344005931653,1,2.9495182919927174
pair_0033,finfet,uniform,262.5528517763859,321.34334194116207,262.7169585675001,321.36325919628143,0.1653110278876983,1.6499012798292674,0.7082608938217163,0.0,1.0,0.3040089061597699,-0.001941188732971641,162.266025087138,1,3.0807857500039972
pair_0034,dram,deep_array,134.18077419084358,482.5806206328749,641.5280261654407,488.59043169021606,507.3828455073351,5086.897217195897,0.7094883322715759,0.75,1.0,-0.8252296463552764,0.002575720136828398,93.58348544743039,14,2.818472708997433
pair_0035,finfet,uniform,359.7090634706016,582.4536514165009,359.6850548386574,582.425013050437,0.03737071605740606,0.37541184281359063,0.6850427985191345,-0.375,1.0075,0.4128017522748202,0.0045615455612663895,220.88078869577262,1,2.38557904199115
pair_0036,dram,deep_array,503.9288828690436,875.5524824200012,504.12690234184265,875.3966862857342,0.2519606061672252,2.524970647545121,0.6657379865646362,1.125,1.0,-1.1686446492193885,0.002129136754540081,98.46764738852052,1,2.7286304169974755
pair_0037,finfet,near_boundary,561.3386176144886,849.8886893473874,561.4647830501199,849.9114807248116,0.1282075038089287,1.2742607730035764,0.6304931640625,0.375,0.9925,-0.39537256206610055,-0.0060950138280176,159.05406389361121,1,3.1843433330068365
pair_0038,dram,uniform,655.865494209188,628.492840637733,655.7083765119314,628.5134540684521,0.15846414205498205,1.5865232764995845,0.911516547203064,1.125,1.0,-0.48959422750190373,0.0011875594852940893,232.38354885774353,1,2.5791936250025174
pair_0039,finfet,deep_array,427.97211321980814,861.6520695540916,428.46945045143366,789.360867395997,72.29291288767142,727.1379386946707,0.6398009657859802,0.375,1.0075,-0.34331053180447074,0.00582188440033687,197.33517278580365,9,2.4227717080066213
