pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,dram,clean,703.0118596123165,173.97556927277873,625.3128372132778,505.55173152685165,340.5582027450016,3684.377846276616,0.9063103199005127,0.0,1.085,-0.19334150624478985,0.08186436755286519,1316.350310754123,100,False,,3.9875753330416046
pair_0001,finfet,low_dose,170.00362954450097,660.1339208538461,773.6735209971666,378.6505571305752,666.0707334055749,6349.374815842832,0.8925427794456482,0.75,0.965,-1.6600520477192178,-0.046741660096833115,73.67456088779878,2,False,,3.9161112920264713
pair_0002,dram,heavy_drift,763.55496715481,651.4780543521223,764.6383170187473,631.2678878903389,20.239181686537798,222.39564563119274,0.9247133135795593,0.0,1.1075,0.7402893894996065,0.09883714211192851,320.53142789989226,3,False,,5.3588727920432575
pair_0003,finfet,speckle_salt_pepper,198.30703145913176,871.5364681809415,198.45115698501468,871.6878095269203,0.20898892366274288,2.037200506549895,0.8013829588890076,1.5,0.9575,-1.3973579257197435,-0.025211254813944484,367.94821975708703,1,False,,3.6789520829916
pair_0004,dram,charging,764.2928838206236,610.0696584701149,530.2398361563683,149.85148030519485,516.3154080931192,5077.415538239244,0.7293118238449097,1.5,0.975,-1.882019969234407,-0.016605846222680576,541.6109622197226,4,False,,4.7526444580289535
pair_0005,finfet,clean,738.8350555430069,907.7424436307459,738.695458561182,907.6432896256447,0.17122743373136448,1.6644692033855728,0.9442073702812195,0.0,0.95,0.15998695284464892,-0.027919085678216993,1916.9851553823619,1,False,,3.7343962080194615
pair_0006,dram,low_dose,744.8373806371004,230.51655998247236,744.7347983270884,230.41723318398,0.1427898568741946,1.510730792476626,0.9202756881713867,0.0,1.06,0.022349820388856134,0.05800987937655799,119.47342922780706,1,False,,4.643452999996953
pair_0007,finfet,heavy_drift,343.9928080562041,548.1083578055147,343.3711694777012,521.1603010296822,26.955225810884606,290.32348245177275,0.8594782948493958,-1.5,1.0825,0.8268486131943669,0.07705824647382165,562.0466920689503,1,False,,4.125906792003661
pair_0008,dram,speckle_salt_pepper,332.867227648078,867.3870209486822,471.0726529955864,870.5652641430497,138.24196477657662,1304.6438476947517,0.8784971237182617,1.125,0.9325,-1.4462964843661146,-0.05626062982880331,221.89912322568156,5,False,,3.7320440410403535
pair_0009,finfet,charging,708.8748145368932,365.8585802120354,710.931689530611,444.8452419936657,79.01343856677443,718.6723384265978,0.8537153601646423,-0.75,0.9,1.9402769120609706,-0.09044290254594323,228.2960676163859,4,False,,4.699659041012637
pair_0010,dram,clean,258.61021765576555,429.9604962089351,258.4676537141204,430.0724786221981,0.18128579188013172,1.6654336499532005,0.9788328409194946,-0.375,0.925,0.6887345847734037,-0.08132146889128256,1646.8449079804998,1,False,,3.7183071250328794
pair_0011,finfet,low_dose,776.2537175968316,874.001042721334,776.2260611951351,873.8887168765068,0.11568047359402842,1.213968884792932,0.8327308893203735,2.25,1.0325,-1.9354199322851473,0.04941555569115397,111.7924708823198,1,False,,4.183216125005856
pair_0012,dram,heavy_drift,308.3981759871433,863.5260372846774,571.4158055856824,910.3651774376631,267.1557196279079,2817.4909804110666,0.932317316532135,-1.875,1.0675,1.893029079857778,0.054624989625991605,547.4439646356014,13,False,,4.274513999989722
pair_0013,finfet,speckle_salt_pepper,764.6747726223205,605.5814823617073,765.4550486318767,690.8220086693764,85.24409748398716,870.9560256555565,0.7823188304901123,-0.75,1.0175,0.38794161132558225,0.021720038527198726,478.90188741847754,3,False,,3.743868833000306
pair_0014,dram,charging,496.55302694856226,109.37532108303454,496.7335605919361,109.63542191684246,0.3166146555948004,3.3764055272667486,0.7993414402008057,0.375,1.0925,-0.41102464054918997,0.0664084771830118,256.57892254435643,1,False,,4.493821250041947
pair_0015,finfet,clean,390.7758693849479,782.8455779117121,443.4033670350909,783.0130015611649,52.62776396156506,481.45506095033403,0.9512238502502441,0.375,0.9075,-0.19058622032158826,-0.08516907292137899,1126.0796353205146,2,False,,4.1935020830133
pair_0016,dram,low_dose,611.9090654794132,653.3181962597716,904.6398973613977,754.6271311789751,309.765782856632,3282.1020568882204,0.898725152015686,0.0,1.035,0.1538819695671969,0.05954312533197603,90.14628962498008,24,False,,4.64611904200865
pair_0017,finfet,heavy_drift,283.81899627807496,741.2335494975868,558.2650101333857,233.15335589647293,577.4652350149008,5414.954308012022,0.9198497533798218,-0.375,0.9425,-0.9091835622864398,-0.06228912501160422,247.0365029063554,2,False,,4.094852291978896
pair_0018,dram,speckle_salt_pepper,123.48570782045718,820.1273345310465,123.46660817787051,820.138181746006,0.021964936132775326,0.23275306614863392,0.7745519280433655,-1.5,1.05,0.7189562128289522,0.05965737729292897,256.86460050632496,1,False,,3.7263578749843873
pair_0019,finfet,charging,534.2454307594418,693.5875480607453,527.4806426949799,516.9107702076435,176.8062391153417,1714.6573201660526,0.956280529499054,-1.5,0.9675,1.882984058890255,-0.030205422192440268,328.64597963202107,2,False,,4.386609542008955
pair_0020,dram,clean,674.0283370892379,808.3083416556549,673.0409583449364,784.0765469372272,24.25190285443012,223.68197021091606,0.9694205522537231,-1.5,0.9075,1.3675658630874854,-0.07767249624267802,1843.5084203307272,7,False,,3.6392723330063745
pair_0021,finfet,low_dose,886.2400554475512,882.8189972613351,885.5366328731179,649.6435820907354,233.1764761790943,2517.215992784098,0.9503529667854309,0.0,1.075,0.41166367353400585,0.07953256436155964,67.29304953267767,8,False,,3.9672088750521652
pair_0022,dram,heavy_drift,206.18087858870788,731.7049836217698,205.1285951435566,731.7656921744347,1.0540331955427837,10.143747303656744,0.7827693819999695,2.25,0.9675,-1.619821492931826,-0.0376254422961384,235.88898896201349,1,False,,4.218577584018931
pair_0023,finfet,speckle_salt_pepper,282.9851103243538,739.331908489764,279.285548761487,652.4207226336002,86.98989011765728,853.4497279238117,0.8471158146858215,-2.25,0.975,1.5207240585269954,-0.01890929305751854,399.741912719632,11,False,,3.59910645900527
pair_0024,dram,charging,626.6990260828875,695.6173967641719,623.7677735686302,599.8532612323761,95.80898650677028,936.9993277215242,0.8224069476127625,-1.875,0.9675,1.5023712115807344,-0.0220131097459092,397.91765545103874,1,False,,4.452035833033733
pair_0025,finfet,clean,205.3681364021394,137.2215508718436,208.44256084039807,302.7377547174692,165.54475473748258,1727.652936734786,0.8255507349967957,-1.125,1.05,1.4531111708283881,0.04361683912876724,1872.3487664715726,13,False,,3.883062915992923
pair_0026,dram,low_dose,875.9198827555255,596.0818082256818,321.6861872822046,613.8595359325409,554.5187434166972,5392.047024967238,0.786201536655426,-0.75,0.9825,1.8023109727227202,-0.027616813862080036,27.949310395004183,8,False,,3.747644416987896
pair_0027,finfet,heavy_drift,725.9220632621712,612.5311155506844,725.3784054368734,612.6101574748755,0.5493736950266799,6.039020871033795,0.8677072525024414,-2.625,1.1,1.178636410353128,0.09925555695572852,133.00146728192664,1,False,,4.7575932500185445
pair_0028,dram,speckle_salt_pepper,189.77189564158718,170.24569182277432,189.52837705798447,170.3109511733055,0.25211125201311796,2.325226025776722,0.8573910593986511,-1.125,0.935,1.84557635795046,-0.07769843384232034,411.6505314849312,1,False,,3.6329637090093456
pair_0029,finfet,charging,781.0486228793447,788.2217506113611,816.5520885363221,497.6069904342294,292.7754001047014,3102.945296773335,0.9451505541801453,-0.375,1.0325,1.0997024258946704,0.059838120164354525,574.8232289443894,3,False,,4.271124624996446
pair_0030,dram,clean,508.7315265984881,524.6258388228905,508.4460051804781,503.5400238931179,21.087747953083166,226.89765935205895,0.961413562297821,-0.375,1.075,0.38365357123191757,0.0759691355230041,1052.7197705478936,5,False,,4.481490749982186
pair_0031,finfet,low_dose,265.31467628210135,811.6562854476983,265.4881122102961,811.6153638660908,0.17819819592251374,1.8768171900820643,0.9242620468139648,1.875,1.05,-1.5005361418162426,0.053218962383976276,71.44338568983804,1,False,,3.674754415987991
pair_0032,dram,heavy_drift,792.3634726899252,829.9308838892745,794.7104711979628,829.8305016160011,2.349144226631941,23.46069931515308,0.9005677700042725,-2.25,0.985,1.2844504519100741,-0.0013086872580151399,427.2751131553247,1,False,,4.655569416005164
pair_0033,finfet,speckle_salt_pepper,767.0990499236289,225.67576297679892,766.8067420423031,225.5809806585312,0.3072907179551077,3.2200426334445926,0.8691021203994751,-1.125,1.0675,0.8607241679395847,0.04788151587286493,211.36135399887223,1,False,,4.165064583008643
pair_0034,dram,charging,331.2880065064213,685.5425360723048,331.39139937609434,684.8261240720749,0.7238344006556897,6.880493919805527,0.7255231142044067,0.75,0.95,-1.4444330812956716,-0.049438115462211996,575.7601639845126,1,False,,4.151781334017869
pair_0035,finfet,clean,449.5702752295994,319.1892845363965,449.7396213710308,319.12887051701546,0.17979980354681044,1.7076989342932125,0.8870177865028381,0.375,0.95,0.015149553922852997,-0.050222024381346264,1321.0817660711753,1,False,,4.5448424580390565
pair_0036,dram,low_dose,191.70566990775563,539.360679914494,373.3647874444723,497.5358627140522,186.4117762322676,1704.7129342567614,0.8938195705413818,0.375,0.9175,-0.6377790718198764,-0.08551220920039815,94.27547789327782,20,False,,4.394176250032615
pair_0037,finfet,heavy_drift,143.31500935518983,594.3260461272127,143.26468813419342,594.8357129991055,0.5121450435057087,4.831756848518361,0.9635745286941528,-1.125,0.94,-0.17590597624464488,-0.056564754499180636,224.32267420319224,1,False,,5.23637462494662
pair_0038,dram,speckle_salt_pepper,594.2848947148427,815.8100586757682,594.37373483181,815.4601549468935,0.36100579754795337,3.574835614319751,0.8644440770149231,1.125,0.9925,-0.7229493763862607,-0.009756730057805862,467.85340095737365,1,False,,4.843695708026644
pair_0039,finfet,charging,876.6444491255031,212.09129809077857,876.4217824339867,276.84017115831375,64.7492559337271,589.6250601337958,0.9120445251464844,0.375,0.885,-0.050815263914448135,-0.08937168214365943,387.5766553715486,8,False,,6.006769165978767
