pair_id,style,placement,gt_x,gt_y,pred_x,pred_y,err_px,err_nm,score,theta_est_deg,scale_est,gt_rotation_deg,gt_scale_error,search_dose_e,num_candidates,stage2_used,stage2_margin,runtime_s
pair_0000,dram,clean,703.0118596123165,173.97556927277873,617.265380397439,516.4061660692096,353.00307692725175,3819.014505641166,0.9082832336425781,0.0,1.085,-0.19334150624478985,0.08186436755286519,1316.350310754123,80,False,0.010650530457496643,3.8612508330261335
pair_0001,finfet,low_dose,170.00362954450097,660.1339208538461,169.8078058362007,660.2826907932758,0.24592563837547085,2.344306657774279,0.8902143836021423,0.75,0.9575,-1.6600520477192178,-0.046741660096833115,73.67456088779878,1,True,0.195267915725708,4.194407167029567
pair_0002,dram,heavy_drift,763.55496715481,651.4780543521223,764.6282410174608,631.2524130046368,20.2540979730366,222.5595513274654,0.9266110062599182,0.0,1.1075,0.7402893894996065,0.09883714211192851,320.53142789989226,3,False,0.02262154221534729,3.584868166013621
pair_0003,finfet,speckle_salt_pepper,198.30703145913176,871.5364681809415,198.35331369936466,871.4560948424041,0.09274653259619015,0.9040827612979778,0.8129335045814514,1.5,0.9575,-1.3973579257197435,-0.025211254813944484,367.94821975708703,1,True,0.08001802861690521,3.4555725419777445
pair_0004,dram,charging,764.2928838206236,610.0696584701149,530.2425028681755,149.7760499715805,516.3814354220997,5078.064847132332,0.7290488481521606,1.5,0.975,-1.882019969234407,-0.016605846222680576,541.6109622197226,4,False,0.04383312165737152,3.696497042023111
pair_0005,finfet,clean,738.8350555430069,907.7424436307459,738.6794938892126,907.6108132302761,0.20377926896290424,1.9808993809328448,0.9433136582374573,0.0,0.95,0.15998695284464892,-0.027919085678216993,1916.9851553823619,1,False,,3.2098649170366116
pair_0006,dram,low_dose,744.8373806371004,230.51655998247236,744.5967326015234,230.38606099039316,0.27375438619455966,2.896348451165097,0.9172866940498352,0.0,1.065,0.022349820388856134,0.05800987937655799,119.47342922780706,1,False,,3.434679541969672
pair_0007,finfet,heavy_drift,343.9928080562041,548.1083578055147,342.51804488897324,497.71135999262333,50.41857113159796,543.0373781271454,0.8589065074920654,-3.0,1.075,0.8268486131943669,0.07705824647382165,562.0466920689503,1,False,0.034977152943611145,3.6347251670085825
pair_0008,dram,speckle_salt_pepper,332.867227648078,867.3870209486822,471.31327860057354,870.70397990942,138.48577992374598,1306.94482722903,0.8835787177085876,1.875,0.94,-1.4462964843661146,-0.05626062982880331,221.89912322568156,5,False,0.04434134066104889,3.1763218749547377
pair_0009,finfet,charging,708.8748145368932,365.8585802120354,710.934297055006,444.87628707289696,79.0445410246113,718.9552330393358,0.8552927374839783,-0.75,0.9,1.9402769120609706,-0.09044290254594323,228.2960676163859,4,False,0.10473917424678802,3.604272917029448
pair_0010,dram,clean,258.61021765576555,429.9604962089351,258.4686569161713,430.0303649902344,0.15786414917488567,1.4502640467871142,0.9790852069854736,-0.375,0.925,0.6887345847734037,-0.08132146889128256,1646.8449079804998,1,False,,3.44364991603652
pair_0011,finfet,low_dose,776.2537175968316,874.001042721334,776.2245246767998,873.876169025898,0.1282406581074456,1.345777414900243,0.8362345695495605,2.25,1.0325,-1.9354199322851473,0.04941555569115397,111.7924708823198,1,False,,3.3059088749578223
pair_0012,dram,heavy_drift,308.3981759871433,863.5260372846774,571.4205348864198,910.3655372560024,267.16043876012697,2817.5407495587424,0.9313556551933289,-1.875,1.0675,1.893029079857778,0.054624989625991605,547.4439646356014,11,False,0.003950685262680054,3.4022663340438157
pair_0013,finfet,speckle_salt_pepper,764.6747726223205,605.5814823617073,764.804406195879,605.4224964082241,0.20513750704960595,2.0959310160609688,0.7784234285354614,0.0,1.0175,0.38794161132558225,0.021720038527198726,478.90188741847754,3,True,0.06473195552825928,3.4294770000269637
pair_0014,dram,charging,496.55302694856226,109.37532108303454,496.73813009262085,109.63883671164513,0.32203052722126985,3.4341608414047684,0.7977336645126343,0.375,1.0925,-0.41102464054918997,0.0664084771830118,256.57892254435643,1,False,,3.486383499985095
pair_0015,finfet,clean,390.7758693849479,782.8455779117121,443.3933107331395,783.0096191465855,52.61769705676146,481.36296579179117,0.9538470506668091,0.375,0.9075,-0.19058622032158826,-0.08516907292137899,1126.0796353205146,2,False,,3.923582000017632
pair_0016,dram,low_dose,611.9090654794132,653.3181962597716,112.5303031988442,667.5504319220781,499.5815296313711,5293.281752637521,0.8878871202468872,0.0,1.0425,0.1538819695671969,0.05954312533197603,90.14628962498008,43,False,0.0047775208950042725,3.453910249983892
pair_0017,finfet,heavy_drift,283.81899627807496,741.2335494975868,687.7001419514418,228.2145456969738,652.9230261608213,6122.53022161335,0.924456000328064,-0.375,0.9425,-0.9091835622864398,-0.06228912501160422,247.0365029063554,2,True,0.23403587937355042,3.195598541002255
pair_0018,dram,speckle_salt_pepper,123.48570782045718,820.1273345310465,893.5305680613965,100.07887053489685,1054.2480150736365,11171.416866692058,0.7537924647331238,-1.5,1.05,0.7189562128289522,0.05965737729292897,256.86460050632496,1,True,0.10695977509021759,3.973269333015196
pair_0019,finfet,charging,534.2454307594418,693.5875480607453,287.33545035123825,543.8323232233524,288.77528597731066,2800.5270654562332,0.9450942277908325,-1.125,0.9675,1.882984058890255,-0.030205422192440268,328.64597963202107,1,True,0.10334435105323792,3.4621440410264768
pair_0020,dram,clean,674.0283370892379,808.3083416556549,673.0422130227089,784.0948343575001,24.233579520004547,223.51296905790355,0.9694238901138306,-1.5,0.9075,1.3675658630874854,-0.07767249624267802,1843.5084203307272,7,False,0.006458282470703125,3.3276334580150433
pair_0021,finfet,low_dose,886.2400554475512,882.8189972613351,885.5169099271297,649.6813910007477,233.13872778318145,2516.808486557695,0.9500492215156555,0.0,1.075,0.41166367353400585,0.07953256436155964,67.29304953267767,8,False,0.0884702056646347,3.458364333026111
pair_0022,dram,heavy_drift,206.18087858870788,731.7049836217698,783.0780774652958,481.09669131040573,628.97924786663,6053.136254705555,0.7852486968040466,2.25,0.9675,-1.619821492931826,-0.0376254422961384,235.88898896201349,2,False,,3.2892692500026897
pair_0023,finfet,speckle_salt_pepper,282.9851103243538,739.331908489764,279.2357160151005,652.5183447841555,86.89449235109217,852.5137893014106,0.8537410497665405,-2.25,0.975,1.5207240585269954,-0.01890929305751854,399.741912719632,10,False,0.0021084845066070557,3.26329920795979
pair_0024,dram,charging,626.6990260828875,695.6173967641719,623.8294732272625,599.8593208491802,95.80106177142574,936.9218248487672,0.8492459058761597,-1.875,0.975,1.5023712115807344,-0.0220131097459092,397.91765545103874,1,False,,3.680615958000999
pair_0025,finfet,clean,205.3681364021394,137.2215508718436,208.51535994093865,306.0277251005173,168.8355101088764,1761.9958139251862,0.8236727118492126,-1.125,1.05,1.4531111708283881,0.04361683912876724,1872.3487664715726,16,False,0.0017357170581817627,4.042573458980769
pair_0026,dram,low_dose,875.9198827555255,596.0818082256818,303.58652793616056,614.3265268802643,572.6240815732202,5568.10028899468,0.8059529066085815,-2.625,0.9825,1.8023109727227202,-0.027616813862080036,27.949310395004183,4,False,0.021787598729133606,3.49178949999623
pair_0027,finfet,heavy_drift,725.9220632621712,612.5311155506844,725.4706022385508,612.6227206066251,0.460660983937483,5.063841464659718,0.8684671521186829,-3.0,1.1,1.178636410353128,0.09925555695572852,133.00146728192664,1,False,,3.5622577919857576
pair_0028,dram,speckle_salt_pepper,189.77189564158718,170.24569182277432,189.52421335875988,170.33702570199966,0.2639855880931608,2.434743213413783,0.8536506295204163,-1.125,0.9325,1.84557635795046,-0.07769843384232034,411.6505314849312,1,True,0.05599933862686157,3.448263250000309
pair_0029,finfet,charging,781.0486228793447,788.2217506113611,812.7709778547287,217.54142101109028,571.5613233922131,6057.624785426538,0.946868896484375,-0.375,1.0325,1.0997024258946704,0.059838120164354525,574.8232289443894,5,True,0.19721513986587524,3.2469047920312732
pair_0030,dram,clean,508.7315265984881,524.6258388228905,508.3734445273876,495.5808886960149,29.04715735906589,312.5384479303479,0.9598178863525391,-0.375,1.075,0.38365357123191757,0.0759691355230041,1052.7197705478936,8,False,0.029108911752700806,3.5563702500076033
pair_0031,finfet,low_dose,265.31467628210135,811.6562854476983,265.4518926627934,811.6017843484879,0.14764384492886,1.5550129715835463,0.926385760307312,1.875,1.05,-1.5005361418162426,0.053218962383976276,71.44338568983804,1,False,,3.371106459002476
pair_0032,dram,heavy_drift,792.3634726899252,829.9308838892745,794.7116893678904,829.8258101940155,2.3505663249755826,23.474901687769677,0.9016161561012268,-2.25,0.985,1.2844504519100741,-0.0013086872580151399,427.2751131553247,1,False,,3.1109429170028307
pair_0033,finfet,speckle_salt_pepper,767.0990499236289,225.67576297679892,766.8496472239494,225.6669832766056,0.24955718731959695,2.6150636374542775,0.8820971846580505,-1.125,1.0675,0.8607241679395847,0.04788151587286493,211.36135399887223,1,False,,3.5523929169867188
pair_0034,dram,charging,331.2880065064213,685.5425360723048,331.3912181556225,684.8217095434666,0.7281782262658894,6.9217846703868755,0.7296389937400818,0.75,0.95,-1.4444330812956716,-0.049438115462211996,575.7601639845126,1,True,0.2664056718349457,3.3843122919788584
pair_0035,finfet,clean,449.5702752295994,319.1892845363965,449.7385361343622,319.14767825603485,0.1733286319023147,1.6462371712493127,0.8888934850692749,0.375,0.95,0.015149553922852997,-0.050222024381346264,1321.0817660711753,1,True,0.41523006558418274,3.234770707960706
pair_0036,dram,low_dose,191.70566990775563,539.360679914494,389.6200965344906,530.5360066145658,198.11106765105205,1811.7015258916108,0.8868065476417542,0.375,0.915,-0.6377790718198764,-0.08551220920039815,94.27547789327782,58,False,0.01639103889465332,3.6678304580273107
pair_0037,finfet,heavy_drift,143.31500935518983,594.3260461272127,143.265000090003,594.8461911976337,0.5225436066854008,4.929860558581247,0.9678711891174316,-1.125,0.9325,-0.17590597624464488,-0.056564754499180636,224.32267420319224,1,False,,3.199241583002731
pair_0038,dram,speckle_salt_pepper,594.2848947148427,815.8100586757682,594.2929059118032,816.2621249109507,0.45213721398349316,4.477258332375678,0.8424164652824402,0.0,1.0075,-0.7229493763862607,-0.009756730057805862,467.85340095737365,1,False,,3.183500625018496
pair_0039,finfet,charging,876.6444491255031,212.09129809077857,876.4167525321245,276.91824758052826,64.82734936649187,590.336201046938,0.9074454307556152,0.375,0.885,-0.050815263914448135,-0.08937168214365943,387.5766553715486,9,False,0.0506562814116478,3.490478833031375
